Reading Airport file from airports.txt
There were 5740 Airports with IATA code
Reading Routes file from {fd}
Compute Ranks
Output Ranks
1634 (0.0001096761989270959, 'YGZ') Grise Fiord Airport, Canada
1635 (0.0001096729765944066, 'TVF') Thief River Falls, United States
1636 (0.00010966832124901552, 'ITO') Hilo Intl, United States
1637 (0.00010965016664702549, 'PTU') Platinum, United States
1638 (0.00010954814981522116, 'UME') Umea, Sweden
1639 (0.00010947826675377086, 'RVV') Raivavae Airport, French Polynesia
1640 (0.00010947826675377086, 'RMT') Rimatara, French Polynesia
1641 (0.0001094642022804053, 'RMA') Roma Airport, Australia
1642 (0.00010927860112253529, 'ZCO') Maquehue, Chile
1643 (0.00010913762008935475, 'TAI') Taiz Intl, Yemen
1644 (0.00010913054514438466, 'GTE') Groote Eylandt Airport, Australia
1645 (0.00010913054514438466, 'GOV') Gove Airport, Australia
1646 (0.00010895530808918635, 'KER') Kerman, Iran
1647 (0.00010891344223201092, 'YYE') Fort Nelson, Canada
1648 (0.00010881423381378695, 'NDJ') Ndjamena Hassan Djamous, Chad
1649 (0.00010873327202131654, 'SHV') Shreveport Rgnl, United States
1650 (0.0001085234355839402, 'YPN') Port Menier, Canada
1651 (0.00010851345975372105, 'MCP') Macapa, Brazil
1652 (0.000108445961453359, 'BNN') Bronnoy, Norway
1653 (0.00010838781038402157, 'LSI') Sumburgh, United Kingdom
1654 (0.00010825944965129799, 'TOY') Toyama, Japan
1655 (0.00010825867089947103, 'MMB') Memanbetsu, Japan
1656 (0.00010825855228040567, 'PKY') Tjilik Riwut, Indonesia
1657 (0.0001082401994708582, 'SVI') Eduardo Falla Solano, Colombia
1658 (0.00010810428435808778, 'BGA') Palonegro, Colombia
1659 (0.0001079872283265156, 'AXA') Wallblake, Anguilla
1660 (0.00010794166976361103, 'GLT') Gladstone Airport, Australia
1661 (0.00010786458547220275, 'AET') Allakaket Airport, United States
1662 (0.00010786178216042699, 'TNO') Cabo Velas Airport, Costa Rica
1663 (0.00010776525285708763, 'MCY') Sunshine Coast, Australia
1664 (0.00010766420355209642, 'RFD') Chicago Rockford International Airport , United States
1665 (0.00010756859969174884, 'INN') Innsbruck, Austria
1666 (0.00010734637069192518, 'TUP') Tupelo Regional Airport, United States
1667 (0.00010729071865859441, 'ANX') Andenes, Norway
1668 (0.00010723345931597825, 'YWL') Williams Lake, Canada
1669 (0.00010712890828138941, 'ASE') Aspen Pitkin County Sardy Field, United States
1670 (0.00010710981594739404, 'PHF') Newport News Williamsburg Intl, United States
1671 (0.00010710944448897578, 'CVN') Clovis Muni, United States
1672 (0.00010686665866823019, 'GJT') Grand Junction Regional, United States
1673 (0.00010674331261246522, 'YHY') Hay River, Canada
1674 (0.00010651688861101274, 'SOY') Stronsay Airport, United Kingdom
1675 (0.00010651688861101274, 'NDY') Sanday Airport, United Kingdom
1676 (0.00010648310816519493, 'SDY') Sidney-Richland Municipal Airport, United States
1677 (0.00010648310816519493, 'MLS') Frank Wiley Field, United States
1678 (0.00010647691193252425, 'ELH') North Eleuthera, Bahamas
1679 (0.0001063062231115553, 'WTK') Noatak Airport, United States
1680 (0.0001063062231115553, 'WLK') Selawik Airport, United States
1681 (0.00010623674987915289, 'NTN') Normanton Airport, Australia
1682 (0.00010606570271015942, 'YAM') Sault Ste Marie, Canada
1683 (0.00010606025128958513, 'BGF') Bangui M Poko, Central African Republic
1684 (0.0001059225862036288, 'SVJ') Svolvær Helle Airport, Norway
1685 (0.00010577010099467608, 'YYG') Charlottetown, Canada
1686 (0.00010576346861526043, 'GZT') Oguzeli, Turkey
1687 (0.00010558564229108745, 'NOS') Fascene, Madagascar
1688 (0.000105577119823092, 'SOJ') Sorkjosen Airport, Norway
1689 (0.00010554260802550477, 'SPC') La Palma, Spain
1690 (0.00010539878383974225, 'GDE') Gode Airport, Ethiopia
1691 (0.00010539878383974225, 'ABK') Kabri Dehar Airport, Ethiopia
1692 (0.00010532017461437881, 'STS') Charles M Schulz Sonoma Co, United States
1693 (0.00010527368633673378, 'ELS') East London, South Africa
1694 (0.0001050480398555287, 'AVP') Wilkes Barre Scranton Intl, United States
1695 (0.00010502617254336528, 'BAZ') Barcelos Airport, Brazil
1696 (0.00010493325261137556, 'CFC') Carlos Alberto da Costa Neves Airport, Brazil
1697 (0.00010486690053540811, 'IXM') Madurai, India
1698 (0.00010480675971307766, 'VDZ') Valdez Pioneer Fld, United States
1699 (0.00010480675971307766, 'ENA') Kenai Muni, United States
1700 (0.00010456570257752114, 'BUS') Batumi, Georgia
1701 (0.00010450641710580685, 'SZZ') Goleniow, Poland
1702 (0.0001044527840866609, 'QSF') Ain Arnat Airport, Algeria
1703 (0.00010436697665762586, 'LBJ') Mutiara Ii, Indonesia
1704 (0.00010434537536431548, 'YNB') Yenbo, Saudi Arabia
1705 (0.00010429770483350944, 'YXY') Whitehorse Intl, Canada
1706 (0.00010409058687794475, 'KPV') Perryville Airport, United States
1707 (0.00010409058687794475, 'IGG') Igiugig Airport, United States
1708 (0.00010402981987661148, 'YXT') Terrace, Canada
1709 (0.0001039983104384592, 'YXU') London, Canada
1710 (0.00010398318634663987, 'HMB') Sohag International, Egypt
1711 (0.00010396791197477313, 'OZC') Ozamis, Philippines
1712 (0.00010396791197477313, 'MPH') Godofredo P, Philippines
1713 (0.00010396791197477313, 'BXU') Butuan, Philippines
1714 (0.00010386894103575078, 'LWY') Lawas Airport, Malaysia
1715 (0.00010384869218634687, 'KAE') Kake Seaplane Base, United States
1716 (0.00010384869218634687, 'EXI') Excursion Inlet Seaplane Base, United States
1717 (0.00010382870067396748, 'FLW') Flores, Portugal
1718 (0.00010370501909041512, 'YAK') Yakutat, United States
1719 (0.00010363138496478738, 'KLW') Klawock Airport, United States
1720 (0.00010340486500119707, 'HDF') Heringsdorf Airport, Germany
1721 (0.00010338707346375135, 'DNK') Dnipropetrovsk Intl, Ukraine
1722 (0.0001033728752221502, 'TLJ') Tatalina Lrrs, United States
1723 (0.00010319369968219017, 'AJL') Aizawl, India
1724 (0.00010319222267869093, 'HSN') Zhoushan Airport, China
1725 (0.00010317091255640782, 'CXR') Cam Ranh Airport, Vietnam
1726 (0.00010314890732080942, 'TLM') Zenata, Algeria
1727 (0.00010301550099494697, 'DIB') Dibrugarh Airport, India
1728 (0.00010301495696596151, 'HTS') Tri State Milton J Ferguson Field, United States
1729 (0.00010300858189416852, 'BTK') Bratsk, Russia
1730 (0.00010293205962865544, 'ISU') Sulaymaniyah International Airport, Iraq
1731 (0.00010284540873009878, 'BZR') Vias, France
1732 (0.00010245217292415178, 'CHO') Charlottesville-Albemarle, United States
1733 (0.00010238115360422619, 'YBP') Yibin, China
1734 (0.0001022926499073667, 'MUN') Maturin, Venezuela
1735 (0.00010218465933220027, 'WAG') Wanganui, New Zealand
1736 (0.00010218465933220027, 'TUO') Taupo, New Zealand
1737 (0.00010210389151170117, 'SKZ') Sukkur, Pakistan
1738 (0.00010208881187063671, 'ZQW') Zweibruecken, Germany
1739 (0.00010192304438909724, 'TMC') Tambolaka Airport, Indonesia
1740 (0.00010181372858232755, 'VXE') Sao Pedro, Cape Verde
1741 (0.00010178716492485079, 'LUK') Cincinnati Muni Lunken Fld, United States
1742 (0.00010177249791029051, 'UDR') Udaipur, India
1743 (0.0001017562848088716, 'JMU') Jiamusi Airport, China
1744 (0.0001017177399655902, 'BWT') Wynyard Airport, Australia
1745 (0.00010166887044087448, 'UYN') Yulin Airport, China
1746 (0.00010164467475027987, 'CKD') Crooked Creek Airport, United States
1747 (0.00010163188231623886, 'MCX') Uytash, Russia
1748 (0.00010159684081194192, 'CUE') Mariscal Lamar, Ecuador
1749 (0.00010139957939369865, 'TAK') Takamatsu, Japan
1750 (0.00010124715478980741, 'VLL') Valladolid, Spain
1751 (0.00010103051939629812, 'AYQ') Ayers Rock, Australia
1752 (0.00010102665263025252, 'SCN') Saarbrucken, Germany
1753 (0.00010094335404874026, 'SRY') Sari Dasht E Naz Airport, Iran
1754 (0.00010090647783487174, 'AIT') Aitutaki, Cook Islands
1755 (0.00010087471490326778, 'JHM') Kapalua, United States
1756 (0.00010065442868903326, 'PET') Pelotas, Brazil
1757 (0.00010057611544405284, 'ASW') Aswan Intl, Egypt
1758 (0.0001003524433232586, 'ZLO') Playa De Oro Intl, Mexico
1759 (0.00010033377096499904, 'VNX') Vilankulo, Mozambique
1760 (0.00010011086312000555, 'MOQ') Morondava, Madagascar
1761 (0.00010003745495794033, 'TKU') Turku, Finland
1762 (9.999370913997758e-05, 'UGC') Urgench Airport, Uzbekistan
1763 (9.996828104103752e-05, 'JTC') Bauru-Arealva, Brazil
1764 (9.991579187051489e-05, 'BBK') Kasane, Botswana
1765 (9.99067779900554e-05, 'PUB') Pueblo Memorial, United States
1766 (9.988526264669492e-05, 'OAX') Xoxocotlan Intl, Mexico
1767 (9.984483540905494e-05, 'KUH') Kushiro Airport, Japan
1768 (9.984442914627136e-05, 'ULO') Ulaangom Airport, Mongolia
1769 (9.980430196246847e-05, 'AGH') Ängelholm-Helsingborg Airport, Sweden
1770 (9.967268193339767e-05, 'HUS') Hughes Airport, United States
1771 (9.960833722015147e-05, 'MAJ') Marshall Islands Intl, Marshall Islands
1772 (9.960567752154743e-05, 'YGQ') Geraldton Greenstone Regional, Canada
1773 (9.956699130261018e-05, 'MFE') Mc Allen Miller Intl, United States
1774 (9.951857596688233e-05, 'TTR') Tana Toraja Airport, Indonesia
1775 (9.951857596688233e-05, 'LPU') Long Apung Airport, Indonesia
1776 (9.949410241267986e-05, 'YOG') Ogoki Post Airport, Canada
1777 (9.929873734992383e-05, 'OCC') Francisco De Orellana, Ecuador
1778 (9.928371055620391e-05, 'LLA') Kallax, Sweden
1779 (9.927755167967417e-05, 'GEO') Cheddi Jagan Intl, Guyana
1780 (9.918951298053507e-05, 'KET') Kengtung, Burma
1781 (9.915977986974368e-05, 'SKT') Sialkot Airport, Pakistan
1782 (9.901559374178965e-05, 'PEM') Padre Aldamiz, Peru
1783 (9.900636474531336e-05, 'RDZ') Marcillac, France
1784 (9.899788490211239e-05, 'CUQ') Coen Airport, Australia
1785 (9.898993427509594e-05, 'GTO') Jalaluddin, Indonesia
1786 (9.898482006534527e-05, 'VII') Vinh Airport, Vietnam
1787 (9.891503997543397e-05, 'TKK') Chuuk Intl, Micronesia
1788 (9.884048113089237e-05, 'MWZ') Mwanza, Tanzania
1789 (9.858035615273156e-05, 'ATM') Altamira, Brazil
1790 (9.850803901732248e-05, 'YQX') Gander Intl, Canada
1791 (9.849416764896641e-05, 'NJF') Al Najaf International Airport, Iraq
1792 (9.83707958116602e-05, 'LBF') North Platte Regional Airport Lee Bird Field, United States
1793 (9.832390648340796e-05, 'LRR') Lar Airport, Iran
1794 (9.828956280876625e-05, 'SCY') San Cristóbal Airport, Ecuador
1795 (9.826840306726556e-05, 'WRY') Westray Airport, United Kingdom
1796 (9.826840306726556e-05, 'NRL') North Ronaldsay Airport, United Kingdom
1797 (9.821683934172273e-05, 'PNL') Pantelleria, Italy
1798 (9.816288610941551e-05, 'SMS') Sainte Marie, Madagascar
1799 (9.815724103751803e-05, 'NBC') Begishevo, Russia
1800 (9.789617093015549e-05, 'XIL') Xilinhot Airport, China
1801 (9.782824168570738e-05, 'LAN') Capital City, United States
1802 (9.76228622833931e-05, 'TLN') Le Palyvestre, France
1803 (9.749188926043682e-05, 'AHE') Ahe Airport, French Polynesia
1804 (9.748977685086878e-05, 'NDG') Qiqihar Sanjiazi Airport, China
1805 (9.739023736214954e-05, 'HON') Huron Rgnl, United States
1806 (9.734690369430328e-05, 'LRD') Laredo Intl, United States
1807 (9.725492668192251e-05, 'IAG') Niagara Falls Intl, United States
1808 (9.720983011373861e-05, 'AAE') Annaba, Algeria
1809 (9.707958232318269e-05, 'HVG') Valan, Norway
1810 (9.703940874995668e-05, 'PBC') Hermanos Serdan Intl, Mexico
1811 (9.703471607670895e-05, 'VQS') Vieques Airport, Puerto Rico
1812 (9.702578989503888e-05, 'GPT') Gulfport-Biloxi, United States
1813 (9.70000277464656e-05, 'BGR') Bangor Intl, United States
1814 (9.690534208804152e-05, 'ANM') Antsirabato, Madagascar
1815 (9.686232466914927e-05, 'YKA') Kamloops, Canada
1816 (9.672096039588669e-05, 'PKZ') Pakse, Laos
1817 (9.671433394157872e-05, 'CAW') Bartolomeu Lisandro, Brazil
1818 (9.658844177547013e-05, 'CUF') Levaldigi, Italy
1819 (9.644943997097992e-05, 'IXL') Leh, India
1820 (9.644434919286574e-05, 'PBH') Paro, Bhutan
1821 (9.632776995345161e-05, 'REX') General Lucio Blanco Intl, Mexico
1822 (9.604288610798457e-05, 'LBC') Lubeck Blankensee, Germany
1823 (9.598558915911107e-05, 'OHE') Heilongjiang Mohe Airport, China
1824 (9.587431921632289e-05, 'MQH') Minacu Airport, Brazil
1825 (9.575911897062478e-05, 'LKL') Banak, Norway
1826 (9.566238890894771e-05, 'SMR') Simon Bolivar, Colombia
1827 (9.555855852176175e-05, 'GLK') Galcaio Airport, Somalia
1828 (9.551082211805313e-05, 'ITB') Cachimbo, Brazil
1829 (9.543892028176733e-05, 'UTH') Udon Thani, Thailand
1830 (9.542537805199199e-05, 'TMU') Tambor Airport, Costa Rica
1831 (9.542537805199199e-05, 'DRK') Drake Bay Airport, Costa Rica
1832 (9.520593133249372e-05, 'WRL') Worland Municipal Airport, United States
1833 (9.4849438495226e-05, 'TUK') Turbat International Airport, Pakistan
1834 (9.47001735758398e-05, 'AIU') Atiu Island Airport, Cook Islands
1835 (9.46710656047071e-05, 'ZAL') Pichoy, Chile
1836 (9.465678283423444e-05, 'EBA') Marina Di Campo, Italy
1837 (9.436355910195712e-05, 'YTF') Alma Airport, Canada
1838 (9.435276591993336e-05, 'BJA') Soummam, Algeria
1839 (9.434768336049513e-05, 'MOB') Mobile Rgnl, United States
1840 (9.414200629284879e-05, 'VPS') Eglin Afb, United States
1841 (9.41060035695922e-05, 'BYC') Yacuiba, Bolivia
1842 (9.410014617286461e-05, 'AGM') Tasiilaq, Greenland
1843 (9.40334308085341e-05, 'KDI') Wolter Monginsidi, Indonesia
1844 (9.402699935388328e-05, 'DJB') Sultan Thaha, Indonesia
1845 (9.393108213540776e-05, 'HOD') Hodeidah Intl, Yemen
1846 (9.392735944932593e-05, 'CJJ') Cheongju International Airport, South Korea
1847 (9.387374778112904e-05, 'VFA') Victoria Falls Intl, Zimbabwe
1848 (9.386361634829982e-05, 'REL') Almirante Zar, Argentina
1849 (9.38357736761084e-05, 'EZS') Elazig, Turkey
1850 (9.38357736761084e-05, 'DIY') Diyarbakir, Turkey
1851 (9.383064064309259e-05, 'PGK') Depati Amir, Indonesia
1852 (9.380437399138448e-05, 'NOB') Nosara, Costa Rica
1853 (9.378954595212997e-05, 'KCZ') Kochi, Japan
1854 (9.375098011877178e-05, 'FTE') El Calafate, Argentina
1855 (9.373546802872362e-05, 'LCJ') Łódź Władysław Reymont Airport, Poland
1856 (9.367837272997844e-05, 'TAE') Daegu Ab, South Korea
1857 (9.367651874504971e-05, 'ABX') Albury, Australia
1858 (9.363428193230188e-05, 'TKG') Radin Inten II (Branti) Airport, Indonesia
1859 (9.357973316453087e-05, 'LGG') Liege, Belgium
1860 (9.347530453193282e-05, 'GVR') Governador Valadares Airport, Brazil
1861 (9.338251578543095e-05, 'TOF') Tomsk Bogashevo Airport, Russia
1862 (9.332556783010892e-05, 'GRB') Austin Straubel Intl, United States
1863 (9.330594180172586e-05, 'MTR') Los Garzones, Colombia
1864 (9.330594180172586e-05, 'IBE') Perales, Colombia
1865 (9.313006584464682e-05, 'PMZ') Palmar Sur, Costa Rica
1866 (9.30550697868951e-05, 'YAG') Fort Frances Municipal Airport, Canada
1867 (9.302558427249428e-05, 'SOG') Sogndal Airport, Norway
1868 (9.299985745843678e-05, 'ODN') Long Seridan Airport, Malaysia
1869 (9.299985745843678e-05, 'LKH') Long Akah Airport, Malaysia
1870 (9.299985745843678e-05, 'LGL') Long Lellang Airport, Malaysia
1871 (9.299985745843678e-05, 'BBN') Bario Airport, Malaysia
1872 (9.276053987778659e-05, 'MIM') Merimbula Airport, Australia
1873 (9.268263287144327e-05, 'UAQ') San Juan, Argentina
1874 (9.268263287144327e-05, 'TUC') Teniente Benjamin Matienzo, Argentina
1875 (9.268263287144327e-05, 'PDP') Capitan Corbeta C A Curbelo International Airport, Uruguay
1876 (9.255205962107868e-05, 'SYY') Stornoway, United Kingdom
1877 (9.233976480617352e-05, 'ETZ') Metz Nancy Lorraine, France
1878 (9.230009255651473e-05, 'PDA') Obando Airport, Colombia
1879 (9.230009255651473e-05, 'PCR') Puerto Carreno, Colombia
1880 (9.223362016511521e-05, 'VAW') Svartnes Airport, Norway
1881 (9.222012353481822e-05, 'ADU') Ardabil Airport, Iran
1882 (9.21575488766363e-05, 'BVE') La Roche, France
1883 (9.205608922635177e-05, 'DPL') Dipolog, Philippines
1884 (9.189250869992929e-05, 'TRG') Tauranga, New Zealand
1885 (9.189250869992929e-05, 'NPL') New Plymouth, New Zealand
1886 (9.189250869992929e-05, 'NPE') Napier, New Zealand
1887 (9.189250869992929e-05, 'BHE') Woodbourne, New Zealand
1888 (9.183128524211734e-05, 'YQZ') Quesnel, Canada
1889 (9.182729260314956e-05, 'ILM') Wilmington Intl, United States
1890 (9.16179503041267e-05, 'MQP') Kruger Mpumalanga International Airport, South Africa
1891 (9.161545322859041e-05, 'CFB') Cabo Frio International Airport, Brazil
1892 (9.160726781846648e-05, 'PUF') Pau Pyrenees, France
1893 (9.138558433056127e-05, 'CMW') Ignacio Agramonte Intl, Cuba
1894 (9.13854372845296e-05, 'MNT') Minto Airport, United States
1895 (9.13854372845296e-05, 'IRC') Circle City Airport, United States
1896 (9.136474302615804e-05, 'YFS') Fort Simpson, Canada
1897 (9.131334953408177e-05, 'LWS') Lewiston Nez Perce Co, United States
1898 (9.109074126412334e-05, 'JDH') Jodhpur, India
1899 (9.10176701318244e-05, 'SRV') Stony River 2 Airport, United States
1900 (9.09639411094167e-05, 'BKG') Branson LLC, United States
1901 (9.096284901324511e-05, 'AOJ') Aomori, Japan
1902 (9.089454815890999e-05, 'BSR') Basrah Intl, Iraq
1903 (9.085793773159942e-05, 'MGT') Milingimbi Airport, Australia
1904 (9.085793773159942e-05, 'ELC') Elcho Island Airport, Australia
1905 (9.083497037338007e-05, 'YUB') Tuktoyaktuk, Canada
1906 (9.083497037338007e-05, 'YPC') Paulatuk, Canada
1907 (9.081671681640821e-05, 'MOV') Moranbah Airport, Australia
1908 (9.07783298292527e-05, 'VAG') Major Brigadeiro Trompowsky, Brazil
1909 (9.070336711717789e-05, 'MLL') Marshall Don Hunter Sr. Airport, United States
1910 (9.070336711717789e-05, 'GNU') Goodnews Airport, United States
1911 (9.068414997336947e-05, 'RET') Røst Airport, Norway
1912 (9.045185517490285e-05, 'IFJ') Isafjordur, Iceland
1913 (9.045185517490285e-05, 'EGS') Egilsstadir, Iceland
1914 (9.045185517490285e-05, 'AEY') Akureyri, Iceland
1915 (9.022374541040565e-05, 'MLN') Melilla, Spain
1916 (9.021664833095602e-05, 'CUC') Camilo Daza, Colombia
1917 (9.02015577178645e-05, 'GFK') Grand Forks Intl, United States
1918 (9.01434470700655e-05, 'LMM') Valle Del Fuerte Intl, Mexico
1919 (9.00053598910793e-05, 'UCT') Ukhta, Russia
1920 (8.999350810447586e-05, 'YDP') Nain Airport, Canada
1921 (8.987214162240984e-05, 'CPQ') Amarais Airport, Brazil
1922 (8.985873208522174e-05, 'YYD') Smithers, Canada
1923 (8.97714268657346e-05, 'ZYL') Osmany Intl, Bangladesh
1924 (8.964213693426253e-05, 'YHP') Poplar Hill Airport, Canada
1925 (8.961576644676521e-05, 'HLA') Lanseria, South Africa
1926 (8.957909544393337e-05, 'RBA') Sale, Morocco
1927 (8.944468525748068e-05, 'GRX') Granada, Spain
1928 (8.939575282602397e-05, 'KSN') Kostanay West Airport, Kazakhstan
1929 (8.915234193768882e-05, 'ASF') Astrakhan, Russia
1930 (8.911929709932881e-05, 'DGO') Durango Intl, Mexico
1931 (8.905271772689526e-05, 'CMP') Campo Alegre Airport, Brazil
1932 (8.898793475605902e-05, 'BFN') Bloemfontein Intl, South Africa
1933 (8.896766253411435e-05, 'KWM') Kowanyama Airport, Australia
1934 (8.896766253411435e-05, 'EDR') Pormpuraaw Airport, Australia
1935 (8.895557168370608e-05, 'YFH') Fort Hope Airport, Canada
1936 (8.883154263865823e-05, 'YRJ') Roberval, Canada
1937 (8.882477622032489e-05, 'FON') Arenal Airport, Costa Rica
1938 (8.880852000453908e-05, 'PWQ') Pavlodar, Kazakhstan
1939 (8.867229593897249e-05, 'RIB') Capitán Av. Selin Zeitun Lopez Airport, Bolivia
1940 (8.863532847582244e-05, 'DIG') Diqing Airport, China
1941 (8.84398688030592e-05, 'DLU') Dali, China
1942 (8.836010306535283e-05, 'GRJ') George, South Africa
1943 (8.817358308240541e-05, 'AGT') Ciudad del Este, Paraguay
1944 (8.81497084296273e-05, 'UEL') Quelimane, Mozambique
1945 (8.811254105601554e-05, 'MOT') Minot Intl, United States
1946 (8.811254105601554e-05, 'BIS') Bismarck Municipal Airport, United States
1947 (8.80503951201102e-05, 'PEG') Perugia, Italy
1948 (8.800616313634408e-05, 'EOI') Eday Airport, United Kingdom
1949 (8.799883118894031e-05, 'MDG') Mudanjiang, China
1950 (8.792152548188176e-05, 'MKK') Molokai, United States
1951 (8.789937576575274e-05, 'BAX') Barnaul, Russia
1952 (8.789705338633801e-05, 'TRI') Tri-Cities Regional Airport, United States
1953 (8.785292901013298e-05, 'FEG') Fergana Airport, Uzbekistan
1954 (8.784413499732488e-05, 'DLE') Tavaux, France
1955 (8.782959737904895e-05, 'DIL') Presidente Nicolau Lobato Intl, East Timor
1956 (8.771785871497226e-05, 'CVU') Corvo Airport, Portugal
1957 (8.769356447230865e-05, 'GKA') Goroka, Papua New Guinea
1958 (8.759482384610275e-05, 'LRS') Leros, Greece
1959 (8.751667349256632e-05, 'LBS') Labasa Airport, Fiji
1960 (8.751667349256632e-05, 'KDV') Vunisea Airport, Fiji
1961 (8.740526375655888e-05, 'LUQ') San Luis, Argentina
1962 (8.716860802466174e-05, 'TKE') Tenakee Seaplane Base, United States
1963 (8.716860802466174e-05, 'ELV') Elfin Cove Seaplane Base, United States
1964 (8.71121526188876e-05, 'BZG') Bydgoszcz Ignacy Jan Paderewski Airport, Poland
1965 (8.710749320232892e-05, 'INZ') In Salah, Algeria
1966 (8.708921017289182e-05, 'FSP') St Pierre, Saint Pierre and Miquelon
1967 (8.68957959694279e-05, 'AAR') Aarhus, Denmark
1968 (8.684236849465191e-05, 'BMV') Buon Ma Thuot Airport, Vietnam
1969 (8.683301354891726e-05, 'WUA') Wuhai, China
1970 (8.681147388188766e-05, 'CLM') William R Fairchild International Airport, United States
1971 (8.676861025316044e-05, 'ZCL') General Leobardo C Ruiz Intl, Mexico
1972 (8.67604086396122e-05, 'CPV') Presidente Joao Suassuna, Brazil
1973 (8.674318559276416e-05, 'VOL') Nea Anchialos, Greece
1974 (8.67053692252753e-05, 'LTO') Loreto Intl, Mexico
1975 (8.667445073130825e-05, 'MOC') Mario Ribeiro, Brazil
1976 (8.646053772780436e-05, 'REG') Reggio Calabria, Italy
1977 (8.63604345942912e-05, 'DBO') Dubbo, Australia
1978 (8.621109465659294e-05, 'VAN') Van, Turkey
1979 (8.61607087408481e-05, 'LZO') Luzhou Airport, China
1980 (8.615980470911202e-05, 'DAX') Dachuan Airport, China
1981 (8.608429628259149e-05, 'LBU') Labuan, Malaysia
1982 (8.598548482075964e-05, 'UUA') Bugulma Airport, Russia
1983 (8.598353460960839e-05, 'EMD') Emerald, Australia
1984 (8.594626592988608e-05, 'QRO') Queretaro Intercontinental, Mexico
1985 (8.581208572561743e-05, 'YQU') Grande Prairie, Canada
1986 (8.58074336015002e-05, 'RBQ') Rurrenabaque Airport, Bolivia
1987 (8.567592283082719e-05, 'SDD') Lubango, Angola
1988 (8.563958505187065e-05, 'DLH') Duluth Intl, United States
1989 (8.562092154232412e-05, 'KVG') Kavieng Airport, Papua New Guinea
1990 (8.562092154232412e-05, 'BUA') Buka Airport, Papua New Guinea
1991 (8.558862945569732e-05, 'KGE') Kagau Island Airport, Solomon Islands
1992 (8.558862945569732e-05, 'CHY') Choiseul Bay Airport, Solomon Islands
1993 (8.558862945569732e-05, 'BAS') Ballalae Airport, Solomon Islands
1994 (8.542732543178698e-05, 'GXF') Sayun International Airport, Yemen
1995 (8.538028746571955e-05, 'ZUM') Churchill Falls Airport, Canada
1996 (8.525919048314958e-05, 'HOV') Hovden, Norway
1997 (8.520354816727679e-05, 'CGD') Changde Airport, China
1998 (8.508786418368867e-05, 'NNY') Nanyang Airport, China
1999 (8.505608392864799e-05, 'ARU') Aracatuba, Brazil
2000 (8.502297803038606e-05, 'LNK') Lincoln, United States
2001 (8.497195086439607e-05, 'UKA') Ukunda Airport, Kenya
2002 (8.497195086439607e-05, 'ASV') Amboseli Airport, Kenya
2003 (8.491672650563718e-05, 'HUN') Hualien, Taiwan
2004 (8.487711990437799e-05, 'KUA') Kuantan, Malaysia
2005 (8.481242694136127e-05, 'MMY') Miyako, Japan
2006 (8.478172912324888e-05, 'GYS') Guangyuan Airport, China
2007 (8.471596819062701e-05, 'TMI') Tumling Tar, Nepal
2008 (8.471596819062701e-05, 'BIR') Biratnagar, Nepal
2009 (8.462048185195288e-05, 'FUJ') Fukue, Japan
2010 (8.454574011880721e-05, 'PTH') Port Heiden Airport, United States
2011 (8.454574011880721e-05, 'PIP') Pilot Point Airport, United States
2012 (8.454574011880721e-05, 'KLL') Levelock Airport, United States
2013 (8.454574011880721e-05, 'KCQ') Chignik Lake Airport, United States
2014 (8.454574011880721e-05, 'EGX') Egegik Airport, United States
2015 (8.450905809190695e-05, 'DCM') Mazamet, France
2016 (8.437724699728727e-05, 'MEC') Eloy Alfaro Intl, Ecuador
2017 (8.433211882280672e-05, 'VVZ') Illizi Takhamalt, Algeria
2018 (8.426355448001903e-05, 'TAB') Crown Point, Trinidad and Tobago
2019 (8.414110138150986e-05, 'ERF') Erfurt, Germany
2020 (8.412751300247953e-05, 'NBS') Changbaishan Airport, China
2021 (8.406739021561944e-05, 'PAZ') Tajin, Mexico
2022 (8.398167850575957e-05, 'JUJ') Jujuy, Argentina
2023 (8.394410609591373e-05, 'HAA') Hasvik, Norway
2024 (8.386459951506422e-05, 'IAM') In Amenas, Algeria
2025 (8.382639121196992e-05, 'IXD') Allahabad, India
2026 (8.379130096098823e-05, 'ATZ') Asyut International Airport, Egypt
2027 (8.375080589284759e-05, 'TCT') Takotna Airport, United States
2028 (8.375080589284759e-05, 'NIB') Nikolai Airport, United States
2029 (8.369891496797406e-05, 'KSU') Kvernberget, Norway
2030 (8.357618676746717e-05, 'BTR') Baton Rouge Metro Ryan Fld, United States
2031 (8.35457845311004e-05, 'URT') Surat Thani, Thailand
2032 (8.345941217232997e-05, 'BFL') Meadows Fld, United States
2033 (8.337273301145495e-05, 'CRP') Corpus Christi Intl, United States
2034 (8.32865037079082e-05, 'HTN') Hotan, China
2035 (8.322342740810064e-05, 'VIJ') Virgin Gorda Airport, British Virgin Islands
2036 (8.320762599249104e-05, 'TME') Tame, Colombia
2037 (8.320762599249104e-05, 'RVE') Los Colonizadores Airport, Colombia
2038 (8.317385677590589e-05, 'INH') Inhambane, Mozambique
2039 (8.29915034129865e-05, 'KYA') Konya, Turkey
2040 (8.288813809238343e-05, 'MYU') Mekoryuk Airport, United States
2041 (8.2867046552807e-05, 'ORI') Port Lions Airport, United States
2042 (8.285567176495961e-05, 'AJR') Arvidsjaur, Sweden
2043 (8.276925572221648e-05, 'PDS') Piedras Negras Intl, Mexico
